board,title,content,time
Gossiping,[新聞] 擎天計畫室主導 雲峰巡弋飛彈試射 射程15, 聯合報 洪哲政 擎天計畫室主導 雲峰巡弋飛彈試射 射程1500公里  中科院最近在屏東九鵬基地密集試射各式中程飛彈與火箭系統，4月14日、15日在九鵬、蘭 嶼、綠島與花蓮海面，實施射高無限的飛彈射擊，傳聞是中科院擎天計畫室試射射程1500 公里的雲峰巡弋飛彈。經過這次射擊確認，雲峰可望量產。  中科院不評論雲峰試射，中科院表示，各項武器研發測試，均依規定事先完成射擊通報公 告，視當時天候環境及任務狀況實施。對於14日、15日在東部外海的射擊，屬中科院例行 研發測試，請國人基於國家安全與國防自主，能夠給予鼓勵和支持。 中科院從事自研飛彈系統研發，4月測試強弓專案天弓三型增程型防空飛彈失敗後，4月包 括5日、6日、12日、13日、14日、15日、18日、19日，陸續在東部外海實施各式飛彈鑑測 。由於中科院研發的鎮海火箭彈系統，5月將在海巡艦裝設，配合10月前交艦，須測試完畢 ，此波測試據傳也包括這項系統。  備受矚目的是14日、15日警戒範圍往北太平洋海域到宜蘭外海，距離300公里，彈道高度無 限的射擊通報，是測試雲峰飛彈，試射由專責雲峰飛彈研發的擎天計畫室主導。  雲峰中程飛彈與戟隼雄二E型攻陸型巡弋飛彈，目前仍屬機密，雄二E已服役近20年，原採 露天儲放部署，曾遭衛星偵照掌握部署地點與數量。  國軍近兩年以戰備急需為由，緊急發包工程，在北部與南部建設特種飛彈專用基地，設計 抗炸飛彈車庫與天車吊掛裝備，作為雲峰與雄二E巡弋飛彈基地。在政府公開工程招標案網 頁，可看到獲飛彈車庫設計。 雲峰飛彈原規畫山區固定式部署，歷年漢光兵推驗證遭第一擊時，容易被摧毀破壞，因此 生產十餘套機動發射系統與20枚到30枚戰備彈，每輛發射車部署一枚，平時同樣進駐基地 車庫隱蔽，戰時機動前往野戰地點部署反擊。  備註: 難怪這個月美軍頻繁巡弋台海南海，原來是幫台灣擋中國刺探    posted from bbs reader hybrid on my samsung SM-C115   ,2020-04-26 20:59:11
Gossiping,[問卦] 咖啡+牛奶=骨疏鬆？？,  各位宅宅早阿 本肥宅今天放假在家泡杯咖啡來喝 ，要加牛奶的時候被老母阻止  還說新聞有報導牛奶+咖啡會導致骨質酥鬆，我就說新聞報導看看就好  她說不信妳自己google看看，我查了一下相關報導，但是新聞明明就是講過量才會導致  一杯是能導致什麼骨質酥鬆，但是老人家就是會選擇性忽視，只看聳動的內容部分  讓肥宅我整個心累....   ,2020-04-27 08:51:26
Gossiping,[問卦] 嚇爆!我看到Howhow十年前的影片,  乳蹄    想不到How哥十年前就這麼ㄎㄧㄤ了  那青澀的2010影片比現在的還要好笑，有沒有八卦   ,2020-04-13 01:08:51
Gossiping,[問卦] 刈包夾什麼料才內行???, 安安  大給賀阿!!!  是降的拉  本肥想問問阿  刈包這個料理阿  到底要夾什麼料ㄧ起吃才內行阿???  本肥是覺得ㄧ定要梅干扣肉+花生粉+酸菜拉  好像還有人會加香菜(?  大家還有什麼私藏搭配嗎o'_'o   ,2019-11-29 22:11:05
Gossiping,[問卦] 台灣的鄉土劇是不是都在賣東西R?, 剛剛看了一下台灣的鄉土劇， 發現超多置入行銷， 是不是台灣的鄉土劇其實是超長的廣告R? 有沒有台灣的鄉土劇都在賣東西的八卦?   ,2020-02-28 22:15:21
Gossiping,Re: [問卦] 如果沒社區傳染，為什麼去景點會危險？, ※ 引述《HisVol (他的體積)》之銘言： : 不是境外移入，就是小規模的家庭群聚 : 境內的傳染鍊都有控制了 : 不管真陰性偽陰性我們都居家檢疫/隔離了 : 為什麼去景點有風險？ : 有沒有卦？  你這篇展現了對政府的不信任 也充滿了影射和暗示，非常危險 先備份起來 奉勸你不要再發這樣的文章 以免被罰款和被關   ,2020-04-06 09:54:15
Gossiping,[問卦] 每天喝大量可口可樂ZERO會怎麼樣嗎,  肥宅我每天都喝大量的可口可樂ZERO 就上面標示內容物只有23毫克的鈉.整罐2L喝完才佔一天參考值8%  雖然不是真的零熱量但就是少到可忽略 可能4L喝完也不到4大卡熱量也不會讓血糖上升 查察網路上資料也沒有任何明確的證據指出對身體會有明顯傷害   所以不考慮經濟問題 如果每天喝4~8L當水喝會有什麼事嗎  還有為何百事不單賣零卡了   ,2020-03-25 15:20:23
Gossiping,[問卦] 長輩友人白吃白喝,  因家中長輩每日下午時分會玩個消遣象 棋（自摸的那種），長輩的友人近來常 常中午前就到，就是看準長輩會準備午 餐，而來白吃白喝，明明他媽的就每天 13:15開摸，那麼早來就是要騙吃喝。 跟長輩說不要再多準備給她們，長輩還會生氣，但又沒有其它腳可以找，就是沒有她們不行，又不想傷及與長輩感情，很是苦惱！  有沒有招兒可以用？有掛嗎？ - ,2019-11-18 13:48:17
Gossiping,Re: [問卦] 便當店為什麼不和手搖杯結合？, 因為便當打成汁 比較不好吃  首先是口感會變成湯湯水水的  然後就是口味會混和在一起  喝起來就不像便當   這樣    你懂了嗎  ※ 引述《home10272 (ob'_'ov金城武)》之銘言： : 你各肥宅 半夜好 : 是這樣的啦 : 你我宅宅們 : 通常吃便當會配珍奶 : 可是一下筷子 湯匙 一下杯子 吸管 : 很麻煩 : 那 : 為什麼不把便當打成汁 : 和珍奶裝在手搖杯喝 : 不是方便又省時？ : - : ,2020-03-02 00:13:52
Gossiping,[問卦] 為什麼FB賣東西的很多都離婚？,  如題 FB的販賣平台 很多都寫“離婚了 無心經營”  究竟是離婚的都在那個平台賣東西 還是在FB平台賣東西的都會離婚   台灣離婚的人有這麼多嗎？   - ,2020-04-19 16:08:46
Gossiping,[新聞] 聖塔克拉拉縣確定了另外三宗早期COVID-19, 1.媒體來源: 美國加州聖塔克拉拉郡（Santa Clara）縣政府  2.記者署名: 美國聖塔克拉拉郡（Santa Clara）縣政府新聞聲明  3.完整新聞標題: 聖塔克拉拉縣確定了另外三宗早期COVID-19死亡 在2月和3月在家中死亡的3名個體對SARS-CoV-2檢測呈陽性  4.完整新聞內文: 2020年4月21日  加州聖塔克拉拉縣 –聖塔克拉拉縣醫學檢查官-驗屍官確 定了三名在2020年3月9日COVID-19相關的死亡之前在聖塔 克拉拉縣死於COVID-19的人士，2020年3月9日COVID-19相 關的死亡最初被認為是本縣第一宗與COVID-19相關的死亡。  醫學檢查官-驗屍官對兩名分別於2020年2月6日和2020年 2月17日在家中死亡的人士進行了屍檢。從這兩個人採集 的樣本被送到疾美國病控制與預防中心。今天，醫學檢查 官-驗屍官已獲得美國疾病控制與預防中心（CDC）確認， 兩個病例的組織樣本均為SARS-CoV-2（引起COVID-19的 病毒）檢測呈陽性。  此外，醫學檢查官-驗屍官還證實，3月6日在本縣死亡的 一名人士死於COVID-19。  這三個人在家中死亡的時候正值僅可透過CDC進行檢測， 那時檢測能力非常有限。CDC當時設定的檢測標準將檢測 僅限於具有已知旅行史且因具體症狀而尋求醫療服務的個人。 隨著醫學檢查官-驗屍官繼續仔細調查全縣的死亡情況， 我們預計還會發現COVID-19造成的更多死亡。  5.完整新聞連結 (或短網址):   Pages/press-release-04-21-20-early-zh.aspx  6.備註: 美國第一個死亡案例在2月6日就死亡， 算上潛伏期10天+病發到致死的程度所需天數約15天 中共至少早在一月初還不知是否能人傳人之前就先 派染病案例飛往加州去散布病毒， 可見中共才是超前部屬的始祖。    ,2020-04-26 22:16:06
Gossiping,Re: [爆卦] 政大詠春張 教授職保住了沒被解職, ※ 引述《whereareyou (0)》之銘言： : 小道消息 : 政大評議委員會決議 詠春張教授停職 但沒解職 : 目前教授職位還在 傻眼 : 爸爸是國民黨高官 媽媽是監察委員 : 家世好果然不一樣啊 : - : ,2020-05-10 06:01:50
Gossiping,Re: [問卦] 把法官廢了改用AI可行嗎?, ※ 引述《jongam (引戰術士)》之銘言： : 台灣法官有多爛就不用講了 : 同一樣的事可以有好幾種判決 刑度 : 表示現行司法制度的法官存在太大問題 : 完全做不到公平公正  人為影響因素太大 : 也無監督制度  法官想怎麼搞沒人可以制衡 : 該是把法官全面廢除  改用AI+大數據 : 我想信所有狀況輸入電腦後出來的判決一定比現在人為的好  AI判決依據的法律也是人寫的 不然要從哪裡生出一部非人為的法律 覺得法官判的爛可以舉出判決哪裡跟法律抵觸 不然只是判決不依你的意在嘴砲而已 - ,2020-04-30 13:14:00
Gossiping,[問卦] 發錢 看片APP想要取名 在線等,  獨立研發片APP  但現在苦於沒有名字  想請各位大大集思廣益   請各位試想一下， 以後大家看片的APP名字  竟然是自己取的，這是件多麼光榮的事情    方向不限  有趣好笑好記憶都可以  選到的500P  每五樓50P  發到爆  跪求各位惹    ,2020-02-12 14:40:03
Gossiping,Re: [新聞] 還原真相／誰害死蘇啓誠？　一張圖看國, ※ 引述《seigzion (吉翁之魂)》之銘言： : 媒體：ETtoday : 記者：記者陶本和／台北報導 : 標題：還原真相／誰害死蘇啓誠？　一張圖看國民黨拿謠言追打時間表  看到這篇新聞標題叫還原真相／誰害死蘇啓誠？ 一張圖....  那先看看蘇遺孀的聲明稿  2、遺書之內容只有我們家屬看過，其中並未言及假新聞造成之壓力，而是在完成上級交 代之檢討報書後，開會之前一天，表明「不想受到羞辱」之遺言，以死明志。  再看看當初知道內幕的idcc說了什麼...  打死換光光日本台僑界會高興的? ...又是要打死誰?  所以?是誰害死的?   ,2019-12-05 08:28:11
Gossiping,[問卦] 新北人坐機捷經過自己家都不覺得丟臉嗎,  每次搭機場捷運經過新北段要到台北  看到滿坑滿谷的鐵皮屋工廠  都會有一種穿越東南亞的錯覺  這是人家日本的機場列車沿線風景    這是我們台灣的沿線風景    新北人為什麼不把房子蓋漂亮點，有沒有八卦 - ,2020-02-14 19:36:36
Gossiping,[問卦] 為啥海龍蛙兵要跑來選黨主席？,"  海龍蛙兵不是超級硬的兵種嗎？  出來每個都可以當健身教練，跑來選黨主席也跳太遠了？  幹嘛選黨主席？ ※ 八卦板務請到 GossipPicket 檢舉板詢問 ※ a.張貼問卦請注意，充實文章內容、是否有專板，本板並非萬能問板。 ※ b.一天只能張貼 ""兩則"" 問卦，自刪及被刪也算兩篇之內， ※   超貼者將被水桶，請注意! ※ c.本看板嚴格禁止政治問卦，發文問卦前請先仔細閱讀相關板規。 ※ d.未滿30繁體中文字水桶3個月，嚴重者以鬧板論，請注意！ ※ (↑看完提醒請刪除ctrl + y)  -    ",2020-03-08 19:07:44
Gossiping,Re: [問卦] 日本妹中元日芽香的八卦？, 本恰剛剛在複習乃木坂工事中啦，  剛好看到傳說中的乃木坂溫泉三人組尷尬出遊那集，  心中一直有個疑問： 小公主 - 中元日芽香真的有被井上小百合跟伊藤萬里華排擠嗎？  還是只是綜藝效果？  然而看到小公主在節目上眼眶泛淚地仰望天花板，  加上秋元真夏在旁邊幫腔，感覺小公主真的有被另外兩人排擠？  可憐哪！！      ※ 引述《seacore07 (海角7號)》之銘言： : : 中元日芽香是乃木坂46第一期成員，今年24歲， : 2015年曾經在曲嫉妒的權利擔任center : 2017年在歌曲アンダー，再次擔任center : 2017年自乃木坂畢業， : 後來去早稻田大學讀書 : 妹妹是日本樂團babymetal的主唱中元鈴香 : 有沒有她的八卦？   坂道最強，92年御姊組      ,2020-04-19 23:59:15
Gossiping,[問卦] 橋本奈々未若沒引退會收到三期生禮物嗎?, 乃木坂工事中的ＥＰ１４１～１４３， 這三集企劃是：２０１８年情人節，乃木坂４６的三期生送本命前輩禮物，  收到禮物的前輩依序是： （１）久保史緒里→生田絵梨花（兩想い）， 　　　　　　　　　　　失戀：中田花奈、井上小百合、衛藤美彩、堀未央奈  （２）伊藤理々杏→松村沙友理（兩想い）， 　　　　　　　　　　　失戀：齋藤飛鳥、秋元真夏  （３）中村麗乃→高山一実（片想い，懲罰分數）， 　　　　　　　　　　失戀：齋藤飛鳥、中田花奈、衛藤美彩  （４）佐藤楓→衛藤美彩（片想い，懲罰分數）， 　　　　　　　　　失戀：中田花奈、桜井玲香  （５）梅澤美波→白石麻衣（兩想い）， 　　　　　　　　　　失戀：若月佑美、松村沙友理  （６）吉田綾乃クリスティー→秋元真夏（兩想い）， 　　　　　　　　　　　　　　　　失戀：中田花奈  （７）山下美月→桜井玲香（片想い，懲罰分數）， 　　　　　　　　　　失戀：白石麻衣（懲罰分數）、若月佑美、高山一実、生田絵梨花 　　　　　　　　　　　　　、中田花奈 　　　　　　　　　　　　　 （８）大園桃子→白石麻衣（兩想い）， 　　　　　　　　　　失戀：高山一実、星野みなみ  （９）岩本蓮加→齋藤飛鳥（兩想い） 　　　　　　　　　　失戀：斉藤優里、松村沙友理（懲罰分數）、堀未央奈  （１０）与田祐希→齋藤飛鳥（片想い，懲罰分數） 　　　　　　　　　　　失戀：斉藤優里、高山一実、秋元真夏  （１１）阪口珠美→若月佑美（兩想い） 　　　　　　　　　　　失戀：桜井玲香、堀未央奈  （１２）向井葉月→星野みなみ（兩想い） 　　　　　　　　　　　失戀：井上小百合、秋元真夏、堀未央奈、中田花奈、齋藤飛鳥   如果橋本奈々未當時還沒引退，有參加這個企畫的話， 會收的到三期生的禮物嗎？！   坂道最強，乃木坂一期生！        ,2020-05-02 12:12:06
Gossiping,Re: [問卦] 直升機出問題來不及跳傘逃嗎, 理論上是做得到啦 只要直升機飛的夠高而且穩定向前飛 但通常直升機出問題到需要跳傘的程度 高度根本不夠 也有可能在亂轉了 這樣跳出去生存率不會不比較高..   ,2020-01-27 10:29:26
Gossiping,Re: [新聞] 俄羅斯因武漢肺炎禁止所有中國人入境, ※ 引述《pikakami (隱喻與實現)》之銘言： : ※發文無1~6小標格式或未依順序任意刪除者會被刪文 : 俄羅斯政府在18日宣布受到新型冠狀病毒肺炎感染擴大影響，20日開始禁止所有中國人入 : 境。19日開始中止中國人的入境申請。經判斷，武漢肺炎已經擴散至全中國，因此採行嚴 : 格化入境管理措施，以防止俄羅斯國內的感染。 : 被俄羅斯把拔拋棄惹QQ : 繼續跟日本取暖 :   俄羅斯宣布全面禁止中國人入境  中國外交部表示 俄方就中方抗擊疫情多次表達支持，提供了許多幫助。 俄方已通過外交渠道提前向中方通報新的防控舉措。 中俄是新時代全面戰略協作夥伴，期待並相信， 包括俄羅斯在內的國際社會將繼續給予中方堅定支持， 客觀理性看待疫情形勢，盡早調整相關限制措施。 俄方堅定支持中方抗擊疫情，也堅信中方會打贏這場抗疫阻擊戰， 但出於防控疫情需要，採取限制性措施， 而且是臨時性，一旦疫情好轉就會調整乃至取消。  ..........   ,2020-02-19 17:33:07
Gossiping,Re: [新聞] 趙少康問「美國流感死6600人要不要禁來台, （原文恕刪） 關於這種節目 就不得不嚴厲譴擇 身為媒體人怎麼能連數據都不好好查證 就隨隨便便在節目發表這種數據 人家川普前天馬上出來闢謠 美國死於流感明明是兩萬五到六萬九千人 怎麼是六千六這種數字     : ※ 引述《nightmaresea (雲淡風清)》之銘言： : : ※發文無1~6小標格式或未依順序任意刪除者會被刪文 : : 1.媒體來源: : : 民視 : : 2.記者署名 : : 民視新聞網／廖子良綜合報導 : : 3.完整新聞標題: : : 趙少康問「美國流感死6600人要不要禁來台灣？」 網紅打臉：毫無疫情觀念 : : 4.完整新聞內文: : : 中國武漢肺炎疫情不斷擴大，至今在中國確診已超過800例，死亡也有25人，引起國 際? : : 會高度關注。日前名嘴趙少康在節目上宣稱，美國流感疫情也死了6000多人，質問政 府要不要也禁止美國人來台灣，   ,2020-03-01 13:01:10
Gossiping,[問卦] 有沒有奧林匹克號的八卦?, 如題啊  鐵達尼號(Titanic)的姊妹艦  奧林匹克號(Olympic)  同型的還有不列顛號(Britannic)  其中Titanic首航就大破沉沒  Britannic在一戰的時候戰沉  三姊妹艦有兩艘都死於非命  只有Olympic倖存到最後  有沒有奧林匹克號的八卦?            ◤ / ◤ ▁     ◤ / ──▄▄▃▂▁◣ ◣ ▌        》 ◆◆◆◆  ◆◆◆〆ゑ〥ζηι   ▔     ◥ \ ──▄▄▅▆▇◤ ◤         ◥ \ ◣   ,2020-05-04 16:42:16
Gossiping,[新聞] 蘇貞昌：民進黨會做事 國民黨主席言詞走鐘, 1.媒體來源:中央通訊社   2.記者署名:黃旭昇（編輯：陳俊碩）   3.完整新聞標題:蘇貞昌：民進黨會做事 國民黨主席言詞走鐘   4.完整新聞內文:  行政院長蘇貞昌今天表示，民進黨政府創造就業機會、增進經濟發展，就是「有政府、會 做事」。國民黨主席的言詞都「走鐘」了，他呼籲選民以選票當台灣的主人，以選票顧台 灣。  爭取連任新北市第6選區（板橋西區65里）立委的民進黨籍立委張宏陸，今天晚上在板橋區 中正路成立港德後援會，行政院長蘇貞昌到場為張宏陸站台。  蘇貞昌細數總統蔡英文與行政團隊的政績，讓人民有感。從登革熱到非洲豬瘟，讓民眾安 心生活，也為民眾拚經濟，吸引台商回台投資，創造就業機會，並減稅讓人民有感。  蘇貞昌提到，國民黨主席吳敦義日前批蔡總統的言詞，顯示「國民黨都走鐘了」，呼籲鄉 親以選票當台灣的主人，以選票顧台灣。  蘇貞昌也大讚「子弟兵」張宏陸是優秀立委，為板橋爭取停車場與許多交通重大建設，希 望大家以選票讓會做事的蔡政府及張宏陸繼續連任。若是讓張宏陸繼續連任，一定是最好 的立委。  蘇貞昌說，張宏陸從大學畢業後，就接受他最嚴格訓練，做人扎實又懂得地方需求，才能 在全國競爭的前瞻基礎建設預算，爭取到新台幣11億的6座停車場預算。  張宏陸致詞表示，已落實承諾的政見，兩年前開始規劃社後捷運，辦理座談會及實地會勘 。他想為大家做更多的事，力拚社後捷運動工、敬老卡擴大使用等政策。  新北市議員王淑慧、市議員戴瑋姍表示，張宏陸認真服務地方多年，希望要選實在的人繼 續拚。    5.完整新聞連結 (或短網址):   6.備註:大撒幣讓大家都皆歡喜、當然就有做事囉!! 　　　 然後一堆四年前選舉說的法案到有一半現在還躺在立院   　 ◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥◤◥ 　 ◢◢█████◤◣  吾乃轟動武林，驚動萬教，轟動樓頂，驚動樓          ◢ 　 ╔█●██●██╗  腳，轟動阿公，驚動阿媽，絕無僅有，碩果僅          ◥ 　 ●██立省███●  存，前無古人，後無來者，無人不知，無人不          ◢ 　 ██中二南台█◤◥◣曉的....南二中絕版綠書包！！....>○<....  █ 　 ◣◢█▅▅█▅▅▅█＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿ˍ▁▂▃▄▅▆▇█   ,2019-12-21 22:38:32
Gossiping,[新聞] 新冠危機中　中國年輕一代走向政治覺醒," 紐約時報  新冠危機中　中國年輕一代走向政治覺醒  王月眉, 赫海威    學生們湧入社群媒體，為抗擊新型冠狀病毒肺炎的中國醫生組織捐贈。工人們走上街頭， 要求賠償封城數週造成的失業損失。年輕的公民記者們在YouTube上呼籲言論自由。  新冠病毒的暴發將中國的年輕人動員起來，向一代人發出了行動呼籲，這是對執政的共產 黨的議程近乎順從的一代。  只要黨提供就業機會、保持社會穩定和向上流動性，在一種心照不宣的威權主義交易中履 約，許多中國年輕人在生命的大部分時間裡，願意放棄政治自由。新冠病毒現在已暴露了 這種交易的局限性。  中國有許多憤怒不安的年輕人，正在反擊政府試圖掩蓋失誤、拒絕讓民間社會提供幫助的 努力。  一些人已公開站出來討論遮掩的代價，將矛頭直指審查制度以及對吹哨人噤聲的做法。一 些人通過組織志願者和抗議活動，來考驗共產黨對獨立團體的敵意。還有一些人通過揭露 公眾捐款首先流向政府部門而不是醫院，來試圖追究政府支持的不透明慈善機構的責任。  這場疫情喚醒了一代人，其後果可能不亞於第二次世界大戰或2008年金融危機的界定性效 應，並可能破壞中共賴以生存的社會穩定。  「我覺得最近的這一次來說的話，有一些人意識到，我愛國，但是我批評不代表我不愛國 ，」34歲的北京居民漢娜·楊(Hannah Yang)說，她在加密即時通訊應用Telegram上建了 一個人數超過1.4萬人的群，把被刪的文章和社群媒體帖子的截屏發到這裡。  「將來某一天，一定會有一個關於最近發生了什麼這樣的narrative（敘事），」她說。 「至少可以讓別人知道到底發生了什麼。」  隨著病毒繼續在全球蔓延，許多國家的年輕人肯定會面臨類似的問題，如對政府的信任、 經濟保障、生活方式等。  但這些問題在中國有著特殊的共鳴，因為這代人對中國在共產主義革命後幾十年裡的貧困 和動盪基本上是陌生的。  與發動了導致政府1989年天安門廣場鎮壓的民主抗議活動的大學生不同，這一代人是在經 濟快速發展、充斥著官方宣傳的環境中長大，他們對現狀幾乎從未表現過不滿。  本月，北京的一些就業者已返回辦公室，但即使生活在逐步恢復正常，仍一些人也在質疑 現狀，質疑對他們政治上順從的預期。  未來幾個月將檢驗中共是否能夠減輕年輕人新產生的擔憂，以及這種壓力是否會逐漸化為 更廣泛的不滿，削弱政府的合法性。  中國最近在遏制疫情方面取得的成功，幫助重新點燃了民族主義狂熱——儘管政府採取了 嚴厲的封城和旅行限制措施。如果中共能夠迅速重啟經濟，而同時義大利和美國等國在恢 復日常生活上困難重重，中共推銷的那種強大的集權國家可能會更具吸引力。  但是，如果新冠病毒大流行引發全球經濟衰退，減少對中國商品的需求，結束中國幾十年 的經濟增長的話，人們對中共的不滿可能會加劇。由於政府遏制病毒的措施可能引發中國 經濟自1976年以來的首次收縮，許多年輕人已經開始擔心自己的就業前景。  「這一事件對許多年輕人來說是痛苦的、破壞性的，這促使他們反思自己的經歷和未來的 前景，」史丹佛大學社會學家周雪光說，他曾寫過有關中國政府的文章。  中國領導人習近平信誓旦旦要保護工人，讓工廠重歸正軌。他的政府正在加大民族主義的 宣傳，將其應對疫情的做法描述為其他國家的榜樣。而且，政府還在壓制不同意見，打擊 那些將武漢危機未經過濾的報導分享給公眾的公民記者，以及像直言不諱的地產大亨任志 強這樣的批評者（他稱習近平是渴望權力的「小丑」）。  儘管如此，這場疫情給中國帶來的創傷不會輕易消失，它在中國造成了3000多人死亡。  28歲的卡羅爾·黃(Carol Huang)以前在很大程度上對政治漠不關心，接受大多數人似乎 支持中共和習近平的現實。  北京的一個大螢幕播放著中國領導人習近平視察武漢的新聞。大量的民族主義宣傳將中國 應對新冠病毒的做法描述為其他國家的榜樣。  但最近，黃女士在社群媒體上與中共的支持者展開爭論，並為批評政府應對疫情做法的中 國記者進行辯護。黃女士來自疫情暴發的華中城市武漢。  「政府認為，『要麼聽我的，要麼完蛋』，」她說，「沒有中間選擇。這就是我在社群媒 體上試圖改變的。」  互聯網上還有人用不這麼直接的方式削弱共產黨的敘事（據官方統計，中國互聯網用戶近 一半人的年齡在30歲以下）。  一些人，像北京的楊女士，建起了「網路墓地」，專門收集被政府審查人員從互聯網上刪 除的有關新冠病毒的報導和評論。幾所大學的學生們在社群媒體上發起了大規模活動，為 武漢的醫院募捐，轉發醫生和護士描述醫院物資短缺情況的求救信息。  幾名精通技術的志願者分析了來自武漢紅十字會和武漢市慈善總會的數據，這兩家政府支 持的慈善機構控制著人們幫助抗擊疫情的捐贈。他們發現，這兩家機構撥付給政府機關的 資金和口罩比給醫院的多，他們在社群媒體上公布了有關細節。  北京一名參與了紅十字會數據分析的志願者說，他們做這件事在一定程度上是環境驅使： 全國範圍內的出行限制迫使人們待在家裡，盯著來自武漢的新聞和社群媒體報導，讓人們 無法忽視呼救的聲音。  「武漢人民給了包括我在內的旁觀者很大的勇氣，」這名志願者說。此人平時的工作是教 師，由於擔心政府報復，要求不具名。  那些從日常工作中抽出時間做志願者的人說，疫情讓他們與自己所在的社區關係更近了。  今年1月，隨著疫情的惡化，武漢的官員採取了封城措施，在那裡從事攝像工作的自由職 業者林文樺（音）從製作廣告轉為記錄危機。  38歲的林先生把影片放到網上，他的交談對象包括完全沒有時間休息的醫護人員，以及因 為疫情失業、無家可歸的工人。他在中國用戶最多的社群媒體網站之一新浪微博上吸引了 500多萬粉絲，儘管其中一些影片被政府的審查人員刪除。  「人性在這場危機中被放大，」他說，「既看到了熱情善良的人，也看到了特別醜陋的人 。」  一些年輕人已將他們的親身經歷轉化為明確的政治訴求。  官方的中央電視台前主持人李澤華以公民記者身份前往武漢報導疫情，他採訪了無法回家 的農民工和火葬場工作人員。在他發的最後一段影片中，25歲的李澤華敦促同齡人更多地 了解中國的歷史。  「我不願意吞炭為啞，我也不願意閉目塞聽，」他在兩名便衣男子進入公寓，影片被迫中 斷前說，「我希望有更多的年輕人能站出來。」  在那之後，李澤華失聯，武漢的另一位年輕公民記者陳秋實也杳無音信。  最近剛從大學畢業的梅清遠（音）今年1月曾去韓國旅行。雖然為許多新冠病毒的受害者 感到難過，但他覺得大多數人關心的還是賺錢。  儘管如此，雖然對當局早期處理疫情不當存在廣泛批評，但在一個從小就培養了強烈愛國 主義的國家裡，呼籲減少審查和集中控制的人可能仍是少數。  影響範圍更廣的，是對疫情造成的經濟損失的擔憂。  最近幾週，一些年輕人加入到抗議隊伍中來，要求對疫情以及政府隨後採取的封城措施造 成的損失進行賠償。  28歲的彭倫（音）是南方城市廣州的一名服裝經銷商。最近，他與數百人上街遊行，要求 降低商家的租金。他說，他和妻子買食物和交房租的錢快用完了。  他說，「不再有人來買東西。我們靠什麼活呀？」  專家表示，中國的經濟可能是年輕人的社會和政治參與能否持續的決定性因素。奧斯陸大 學(University of Oslo)研究中國年輕人的教授劉鳳淑說，雖然社群媒體上的活動可能轉 瞬即逝或遭審查，但失業問題更難掩蓋。  「失業對年輕人日常生活的影響——如果這些問題不能及時解決的話，可能會有一些風險 ，」劉鳳淑說。  經濟問題使家住中國東部城市杭州的梅清遠（音）憂心忡忡，他最近剛從大學畢業。疫情 暴發期間，因為無法回到上海的實習崗位，他不得不在家工作。他父母的服裝廠由於許多 農民工被困在其他地方不得不停工。  儘管如此，他認為自己受到的影響相對較小。他父母的工廠已重新開工。儘管為武漢經受 的苦難感到悲痛，但他已開始為未來做打算。  「一方面比較痛心，」他說。「但另外一方面的話，這也很難免。 因為每個人有每個人 的生活。」  「而且在中國關心政治方面的事情也不一定是一件好事情，」他補充說。   ",2020-03-31 10:18:50
Gossiping,[問卦] 談論外星人的ytber從哪時候冒出來的八卦?," 台灣人談論外星人的始祖應該是關鍵時刻寶傑那一票人  不知道曾幾何時突然冒出一大堆youtuber來搶食這一塊大餅  最早的老高已經江郎才盡了 台灣的大概就墨鏡哥,近期出來的就馬臉姊  中國的就蠻多的比較有名就大師兄,烏托邦,總裁,曉涵  相比之下台灣的youtuber都被比下去了  談論外星人的ytber從哪時候冒出來的八卦?   ",2020-02-05 21:37:23
Gossiping,[新聞] 日本政府：武漢肺炎疫情還不到發布緊急, 1.媒體來源:  中央社  2.記者署名  黃名璽  3.完整新聞標題:  日本政府：武漢肺炎疫情還不到發布緊急事態宣言情況  4.完整新聞內文:  日本共同社報導，日本內閣官房長官菅義偉，今天在國會備詢被問到現階段是否處於政府 發布「緊急事態宣言」的狀況時說，「目前理解還不是」。  日本政府為因應武漢肺炎，有意在10日提出「新型流感等對策特別措施法」修正草案，納 入武漢肺炎為適用對象，實施最長約2年期間的限時措施，賦予發布「緊急事態宣言」法 源。  如果國會修正通過「新型流感等對策特別措施法」並施行，只要政府發布「緊急事態宣言 」，將讓限制人民權利成為可能，這讓執政聯盟的公明黨與在野黨，都認為必須採取慎重 手續。  另一方面，菅義偉也說，如果日本國內疫情持續擴大，就有可能發布「緊急事態宣言」； 被問到修法是否是為了因應疫情惡化，他說，確實是那樣的考量。  菅義偉說，政府在判斷發布「緊急事態宣言」時，有必要聽取專家見解。  5.完整新聞連結 (或短網址):    6.備註: ※ 一個人一天只能張貼一則新聞，被刪或自刪也算額度內，超貼者水桶，請注意    翁曰、善悪の論甚むづかし、本来を論ずれば、善も無し悪もなし、善と云て分つ故に、 悪と云物出来るなり、元人身の私より成れる物にて、人道上の物なり、故に人なければ 善悪なし、人ありて後に善悪はある也                                                            『二宮翁夜話』   ,2020-03-06 17:20:45
