article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0361467038,0361467,Claire S/S,254,Top,Garment Upper body,1010001,All over pattern,41,Light Red,5,Bright,18,Red,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Top in soft jersey with short raglan sleeves with sewn-in turn-ups.
0361531002,0361531,Sunglasses Raymond Aviator,81,Sunglasses,Accessories,1010016,Solid,05,Gold,5,Bright,15,Metal,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
0361531003,0361531,Sunglasses Raymond Aviator,81,Sunglasses,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
0361531005,0361531,Raymond aviator,81,Sunglasses,Accessories,1010011,Metallic,93,Dark Green,7,Medium,19,Green,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
0361531012,0361531,Sunglasses Raymond Aviator,81,Sunglasses,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
0362219001,0362219,Mama Support 30 den 1p Tights,304,Underwear Tights,Socks & Tights,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Tights that provide support for the tummy, thighs and calves as well as encouraging circulation in the legs. Elasticated waist and extra space for a growing tummy. 30 denier."
0362219002,0362219,Mama Support 30 den 1p Tights,304,Underwear Tights,Socks & Tights,1010016,Solid,09,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Tights that provide support for the tummy, thighs and calves as well as encouraging circulation in the legs. Elasticated waist and extra space for a growing tummy. 30 denier."
0362931024,0362931,WAFFLE L/S CTN basic,254,Top,Garment Upper body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
0362931025,0362931,WAFFLE L/S CTN basic,254,Top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
0362931027,0362931,WAFFLE L/S CTN basic,254,Top,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
0362931028,0362931,WAFFLE L/S CTN basic,254,Top,Garment Upper body,1010010,Melange,09,Black,4,Dark,5,Black,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
0362997001,0362997,Miami tanktop,253,Vest top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
0362997005,0362997,Miami tanktop,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
0362997008,0362997,Miami tanktop,253,Vest top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
0362997009,0362997,Miami tanktop,253,Vest top,Garment Upper body,1010010,Melange,82,Turquoise,7,Medium,7,Turquoise,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
0362997010,0362997,Miami tanktop,253,Vest top,Garment Upper body,1010010,Melange,52,Pink,2,Medium Dusty,4,Pink,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
0362997011,0362997,Miami tanktop,253,Vest top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
0362997012,0362997,Miami tanktop,253,Vest top,Garment Upper body,1010016,Solid,32,Orange,7,Medium,3,Orange,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
0362997013,0362997,Miami tanktop,253,Vest top,Garment Upper body,1010016,Solid,82,Turquoise,1,Dusty Light,7,Turquoise,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
0364297017,0364297,SWEATPANTS OC,272,Trousers,Garment Lower body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
0364297018,0364297,SWEATPANTS OC,272,Trousers,Garment Lower body,1010012,Mixed solid/pattern,09,Black,4,Dark,5,Black,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
0364297025,0364297,SWEATPANTS OC,272,Trousers,Garment Lower body,1010001,All over pattern,09,Black,4,Dark,5,Black,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
0364297029,0364297,SWEATPANTS OC,272,Trousers,Garment Lower body,1010016,Solid,08,Dark Grey,4,Dark,12,Grey,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
0364297030,0364297,SWEATPANTS OC,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
0364409028,0364409,Sybil sleeping mask,78,Other accessories,Accessories,1010014,Placement print,09,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
0364409033,0364409,Sybil sleeping mask,78,Other accessories,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
0364409037,0364409,Sybil sleeping mask,78,Other accessories,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
0364409038,0364409,Sybil sleeping mask,78,Other accessories,Accessories,1010016,Solid,10,White,3,Light,9,White,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
0364409039,0364409,Sybil sleeping mask,78,Other accessories,Accessories,1010016,Solid,51,Light Pink,3,Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
0364409044,0364409,SYBIL sleeping mask,78,Other accessories,Accessories,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
0365025018,0365025,Petra fancy shorttop 2p,307,Kids Underwear top,Underwear,1010016,Solid,50,Other Pink,5,Bright,4,Pink,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey crop tops with narrow shoulder straps and a racer back.
0365058001,0365058,Shorts-Sliq-Cut-Off-Bright-Na,274,Shorts,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket low-rise shorts in washed denim with hard-worn details, a button fly and sewn-in turn-ups at the hems."
0365102023,0365102,Urban USB cable,78,Other accessories,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
0365102032,0365102,Urban USB cable,78,Other accessories,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
0365102037,0365102,Urban USB cable,78,Other accessories,Accessories,1010016,Solid,50,Other Pink,5,Bright,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
0365102042,0365102,Urban USB cable,78,Other accessories,Accessories,1010012,Mixed solid/pattern,51,Light Pink,1,Dusty Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
0365102043,0365102,Urban USB cable,78,Other accessories,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
0365439048,0365439,Lawrence training sock,302,Socks,Socks & Tights,1010020,Contrast,19,Greenish Khaki,1,Dusty Light,20,Khaki green,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0365439051,0365439,Lawrence training sock,302,Socks,Socks & Tights,1010005,Colour blocking,73,Dark Blue,2,Medium Dusty,7,Turquoise,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0365439052,0365439,Lawrence training sock,302,Socks,Socks & Tights,1010010,Melange,07,Grey,2,Medium Dusty,12,Grey,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0365439057,0365439,Lawrence training sock,302,Socks,Socks & Tights,1010005,Colour blocking,93,Dark Green,4,Dark,19,Green,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0365439058,0365439,Lawrence training sock,302,Socks,Socks & Tights,1010022,Jacquard,09,Black,4,Dark,5,Black,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0365592009,0365592,MIKKI SLIP ON SNEAKER,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Slip-on trainers with elastic gores in the sides, a loop at the back, fabric linings and insoles and rubber soles."
0366686001,0366686,Tail tee,255,T-shirt,Garment Upper body,1010016,Solid,08,Dark Grey,4,Dark,12,Grey,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686005,0366686,Tail tee,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686011,0366686,Tail tee,255,T-shirt,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686017,0366686,Tail tee (1),255,T-shirt,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686018,0366686,Tail tee (1),255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686020,0366686,Tail tee (1),255,T-shirt,Garment Upper body,1010010,Melange,06,Light Grey,1,Dusty Light,12,Grey,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686022,0366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,51,Light Pink,3,Light,4,Pink,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686023,0366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,63,Dark Purple,2,Medium Dusty,6,Lilac Purple,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686024,0366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,43,Dark Red,4,Dark,18,Red,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686025,0366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,72,Blue,5,Bright,2,Blue,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366686026,0366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,93,Dark Green,2,Medium Dusty,19,Green,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
0366859017,0366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
0366859020,0366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010024,Chambray,73,Dark Blue,4,Dark,2,Blue,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
0366859023,0366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
0366859024,0366859,Reggie solid chino shorts,274,Shorts,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
0366859031,0366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010001,All over pattern,09,Black,4,Dark,5,Black,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
0366859032,0366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
0366859033,0366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,42,Red,2,Medium Dusty,18,Red,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
0366859034,0366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,22,Yellow,1,Dusty Light,8,Yellow,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
0367194001,0367194,Mott glove,71,Gloves,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Gloves in soft leather with fine-knit cuffs and a tab with an adjustable press-stud fastening. Lined.
0367372001,0367372,Mama 200 den Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Leggings with extra space for a growing tummy. 200 denier.
0367376002,0367376,Black umbrella,67,Belt,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,8090,Promotion/Other/Offer,F,Menswear,3,Menswear,29,Men Other,1023,Special Offers,Umbrella with a telescopic handle that folds up with a button on the handle. Matching case. Length 30 cm folded.
0368038002,0368038,Biq Square Claw,72,Hair clip,Accessories,1010011,Metallic,05,Gold,5,Bright,15,Metal,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claw. Width 4.5 cm.
0368038004,0368038,Biq Square Claw,72,Hair clip,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claw. Width 4.5 cm.
0368038005,0368038,Biq Square Claw,72,Hair clip,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claw. Width 4.5 cm.
0368038011,0368038,Biq Square Claw,72,Hair clip,Accessories,1010011,Metallic,31,Light Orange,3,Light,3,Orange,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claw. Width 4.5 cm.
0368300006,0368300,Rock Relaxed Shorts,274,Shorts,Garment Lower body,1010016,Solid,06,Light Grey,3,Light,-1,Unknown,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket."
0368300011,0368300,ROCK SHORTS,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket."
0368300014,0368300,ROCK SHORTS,274,Shorts,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket."
0368300015,0368300,Rock Relaxed Shorts,274,Shorts,Garment Lower body,1010016,Solid,42,Red,7,Medium,18,Red,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket."
0368300022,0368300,Rock Relaxed Shorts,274,Shorts,Garment Lower body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket."
0368505002,0368505,Timon coat,263,Coat,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Long jacket in a textured weave with 3/4-length sleeves with sewn-in turn-ups, pockets at the front and no buttons. Unlined."
0368505006,0368505,Timon coat,263,Coat,Garment Upper body,1010022,Jacquard,08,Dark Grey,4,Dark,12,Grey,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Long jacket in a textured weave with 3/4-length sleeves with sewn-in turn-ups, pockets at the front and no buttons. Unlined."
0368603022,0368603,ANTHEA pj,297,Pyjama set,Nightwear,1010008,Front print,53,Dark Pink,5,Bright,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in patterned cotton jersey. Long-sleeved top with ribbed cuffs. Bottoms with an elasticated waist and ribbed hems.
0368603029,0368603,ANTHEA pj,297,Pyjama set,Nightwear,1010017,Stripe,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in patterned cotton jersey. Long-sleeved top with ribbed cuffs. Bottoms with an elasticated waist and ribbed hems.
0368603035,0368603,ANTHEA pj (1),297,Pyjama set,Nightwear,1010001,All over pattern,81,Light Turquoise,3,Light,7,Turquoise,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in patterned cotton jersey. Long-sleeved top with ribbed cuffs. Bottoms with an elasticated waist and ribbed hems.
0368979001,0368979,ED Long leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Leggings in soft jersey made from a cotton blend with an elasticated waist.
0369423002,0369423,Heart sunnies,81,Sunglasses,Accessories,1010016,Solid,50,Other Pink,5,Bright,4,Pink,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Heart-shaped sunglasses with metal frames and UV-protective, tinted lenses."
0369423004,0369423,Heart sunnies,81,Sunglasses,Accessories,1010016,Solid,60,Other Purple,5,Bright,6,Lilac Purple,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Heart-shaped sunglasses with metal frames and UV-protective, tinted lenses."
0369796004,0369796,John sunglasses,81,Sunglasses,Accessories,1010016,Solid,31,Light Orange,3,Light,3,Orange,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0369796007,0369796,John sunglasses,81,Sunglasses,Accessories,1010016,Solid,93,Dark Green,4,Dark,19,Green,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0369796023,0369796,Cool Metal John Round,81,Sunglasses,Accessories,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0369796024,0369796,Cool Metal John Round,81,Sunglasses,Accessories,1010016,Solid,06,Light Grey,1,Dusty Light,12,Grey,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0369796025,0369796,Cool Metal John Round,81,Sunglasses,Accessories,1010016,Solid,05,Gold,7,Medium,15,Metal,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0369796026,0369796,Cool Metal John Round,81,Sunglasses,Accessories,1010011,Metallic,63,Dark Purple,5,Bright,6,Lilac Purple,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0369796027,0369796,Cool Metal John Round,81,Sunglasses,Accessories,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0369796032,0369796,John sunglasses,81,Sunglasses,Accessories,1010016,Solid,04,Bronze/Copper,2,Medium Dusty,15,Metal,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0369796035,0369796,John sunglasses,81,Sunglasses,Accessories,1010016,Solid,31,Light Orange,3,Light,3,Orange,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
